panel,series,case,component,order,N,x,y,value,unit,formula,evidenceClass,note
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.833333333333333,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.7999999999999998,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.7666666666666666,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.7333333333333334,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.7000000000000002,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.666666666666667,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.6333333333333333,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.6000000000000001,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.5666666666666664,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.5333333333333332,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.5,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.4666666666666668,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.4333333333333336,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.3999999999999999,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.3666666666666667,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.333333333333333,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.2999999999999998,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.2666666666666666,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.2333333333333334,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.2000000000000002,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.166666666666667,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.1333333333333333,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.1000000000000001,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.0666666666666664,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2.0333333333333332,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-2,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.9666666666666668,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.9333333333333331,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.8999999999999999,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.8666666666666667,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.8333333333333335,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.7999999999999998,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.7666666666666666,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.7333333333333334,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.7000000000000002,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.6666666666666665,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.6333333333333333,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.6000000000000001,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.5666666666666669,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.5333333333333332,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.5,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.4666666666666668,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.4333333333333331,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.3999999999999999,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.3666666666666667,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.3333333333333335,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.2999999999999998,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.2666666666666666,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.2333333333333334,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.2000000000000002,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.1666666666666665,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.1333333333333333,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.1000000000000001,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.0666666666666669,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1.0333333333333332,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-1,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.96666666666666679,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.93333333333333313,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.89999999999999991,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.8666666666666667,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.83333333333333348,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.79999999999999982,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.76666666666666661,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.73333333333333339,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.70000000000000018,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.66666666666666652,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.6333333333333333,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.60000000000000009,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.56666666666666687,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.53333333333333321,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.5,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.46666666666666679,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.43333333333333313,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.39999999999999991,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.3666666666666667,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.33333333333333348,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.29999999999999982,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.26666666666666661,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.23333333333333339,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.20000000000000018,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.16666666666666652,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.1333333333333333,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.10000000000000009,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.066666666666666874,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,-0.033333333333333215,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,0,0,0,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,0.033333333333333215,0.001109877913429515,0.001109877913429515,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,0.06666666666666643,0.0044247787610619156,0.0044247787610619156,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,0.099999999999999645,0.00990099009900983,0.00990099009900983,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,0.13333333333333375,0.01746724890829705,0.01746724890829705,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,0.16666666666666696,0.027027027027027119,0.027027027027027119,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
A,softProfile,"odd m=1, b>0",a_epsilon/A,1,,0.20000000000000018,0.038461538461538526,0.038461538461538526,normalized amplitude,1_active_side*s^(2m)/(1+s^(2m)),exact finite-order theorem,s=(t-t0)/delta_epsilon; A normalized to one
