panel,series,case,N,x,y,value,unit,formula,evidenceClass,note
A,Lamb Sobolev order,,,0.24,-0.12,-0.12,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.24,0.88,0.88,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.26,-0.13,-0.13,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.26,0.87,0.87,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.28,-0.14,-0.14,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.28,0.86,0.86,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.3,-0.15,-0.15,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.3,0.85,0.85,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.32,-0.16,-0.16,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.32,0.84,0.84,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.34,-0.17,-0.17,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.34,0.83,0.83,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.36,-0.18,-0.18,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.36,0.8200000000000001,0.8200000000000001,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.38,-0.19,-0.19,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.38,0.81,0.81,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.4,-0.2,-0.2,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.4,0.8,0.8,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.42,-0.21,-0.21,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.42,0.79,0.79,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.44,-0.22,-0.22,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.44,0.78,0.78,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.46,-0.23,-0.23,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.46,0.77,0.77,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.48,-0.24,-0.24,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.48,0.76,0.76,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.5,-0.25,-0.25,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.5,0.75,0.75,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.52,-0.26,-0.26,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.52,0.74,0.74,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.54,-0.27,-0.27,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.54,0.73,0.73,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.56,-0.28,-0.28,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.56,0.72,0.72,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.58,-0.29,-0.29,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.58,0.71,0.71,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.6,-0.3,-0.3,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.6,0.7,0.7,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.62,-0.31,-0.31,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.62,0.69,0.69,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.64,-0.32,-0.32,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.64,0.6799999999999999,0.6799999999999999,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.66,-0.33,-0.33,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.66,0.6699999999999999,0.6699999999999999,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.68,-0.34,-0.34,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.68,0.6599999999999999,0.6599999999999999,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.7000000000000001,-0.35000000000000003,-0.35000000000000003,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.7000000000000001,0.6499999999999999,0.6499999999999999,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.72,-0.36,-0.36,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.72,0.64,0.64,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.74,-0.37,-0.37,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.74,0.63,0.63,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.76,-0.38,-0.38,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.76,0.62,0.62,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.78,-0.39,-0.39,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.78,0.61,0.61,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.8,-0.4,-0.4,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.8,0.6,0.6,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.8200000000000001,-0.41000000000000003,-0.41000000000000003,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.8200000000000001,0.59,0.59,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.84,-0.42,-0.42,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.84,0.5800000000000001,0.5800000000000001,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.86,-0.43,-0.43,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.86,0.5700000000000001,0.5700000000000001,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.88,-0.44,-0.44,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.88,0.56,0.56,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.9,-0.45,-0.45,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.9,0.55,0.55,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.92,-0.46,-0.46,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.92,0.54,0.54,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.9400000000000001,-0.47000000000000003,-0.47000000000000003,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.9400000000000001,0.53,0.53,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.96,-0.48,-0.48,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.96,0.52,0.52,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,0.98,-0.49,-0.49,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,0.98,0.51,0.51,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.0,-0.5,-0.5,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.0,0.5,0.5,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.02,-0.51,-0.51,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.02,0.49,0.49,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.04,-0.52,-0.52,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.04,0.48,0.48,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.06,-0.53,-0.53,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.06,0.47,0.47,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.08,-0.54,-0.54,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.08,0.45999999999999996,0.45999999999999996,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.1,-0.55,-0.55,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.1,0.44999999999999996,0.44999999999999996,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.12,-0.56,-0.56,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.12,0.43999999999999995,0.43999999999999995,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.1400000000000001,-0.5700000000000001,-0.5700000000000001,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.1400000000000001,0.42999999999999994,0.42999999999999994,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.16,-0.58,-0.58,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.16,0.42000000000000004,0.42000000000000004,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.18,-0.59,-0.59,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.18,0.41000000000000003,0.41000000000000003,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.2,-0.6,-0.6,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.2,0.4,0.4,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.22,-0.61,-0.61,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.22,0.39,0.39,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.24,-0.62,-0.62,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.24,0.38,0.38,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.26,-0.63,-0.63,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.26,0.37,0.37,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.28,-0.64,-0.64,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.28,0.36,0.36,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.3,-0.65,-0.65,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.3,0.35,0.35,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.32,-0.66,-0.66,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.32,0.33999999999999997,0.33999999999999997,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.34,-0.67,-0.67,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.34,0.32999999999999996,0.32999999999999996,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.36,-0.68,-0.68,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.36,0.31999999999999995,0.31999999999999995,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.3800000000000001,-0.6900000000000001,-0.6900000000000001,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.3800000000000001,0.30999999999999994,0.30999999999999994,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.4000000000000001,-0.7000000000000001,-0.7000000000000001,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.4000000000000001,0.29999999999999993,0.29999999999999993,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.42,-0.71,-0.71,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.42,0.29000000000000004,0.29000000000000004,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.44,-0.72,-0.72,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.44,0.28,0.28,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.46,-0.73,-0.73,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.46,0.27,0.27,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.48,-0.74,-0.74,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.48,0.26,0.26,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.5,-0.75,-0.75,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.5,0.25,0.25,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.52,-0.76,-0.76,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.52,0.24,0.24,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.54,-0.77,-0.77,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.54,0.22999999999999998,0.22999999999999998,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.56,-0.78,-0.78,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.56,0.21999999999999997,0.21999999999999997,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.58,-0.79,-0.79,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.58,0.20999999999999996,0.20999999999999996,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.6,-0.8,-0.8,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.6,0.19999999999999996,0.19999999999999996,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.62,-0.81,-0.81,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.62,0.18999999999999995,0.18999999999999995,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.6400000000000001,-0.8200000000000001,-0.8200000000000001,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.6400000000000001,0.17999999999999994,0.17999999999999994,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.6600000000000001,-0.8300000000000001,-0.8300000000000001,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.6600000000000001,0.16999999999999993,0.16999999999999993,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.68,-0.84,-0.84,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.68,0.16000000000000003,0.16000000000000003,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.7,-0.85,-0.85,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.7,0.15000000000000002,0.15000000000000002,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,Lamb Sobolev order,,,1.72,-0.86,-0.86,Sobolev order,F in H^(-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
A,vorticity Sobolev order,,,1.72,0.14,0.14,Sobolev order,W in H^(1-rho/2),exact derivative ledger,rho=0 critical; rho=2 minimal Leray matched
